ID,DrivingChildren,DOB,Age,HomeChildren,YearsOnJob,Income,SingleParent,HomeValue,MaritalStatus,Gender,Education,Occupation,TravelTime,CarUse,VehicleValue,TimeInForce,CarType,RedCar,TotalClaims5Years,ClaimsFrequency5Years,LicenseRevoked,VehiclePoints,ClaimsAmount,CarAge,ClaimsFlagCrash,CityPopulation
272494372,3,12/7/1954,44,3,12,24197,Yes,0,No,F,High School,Blue Collar,44,Commercial,3920,1,Sports Car,No,0,0,No,2,0,7,No,Rural
17347314,0,2/5/1962,37,1,7,111183,Yes,314817,No,F,Bachelors,Professional,67,Private,12420,10,Sports Car,No,0,0,No,0,0,8,No,Urban
981121505,0,12/8/1953,45,0,14,65466,No,212677,Yes,M,High School,Blue Collar,24,Commercial,7080,3,Pickup,No,0,0,No,2,0,1,No,Urban
1900527,0,5/11/1951,48,0,14,48866,No,185826,Yes,F,Bachelors,Professional,36,Private,26400,3,Pickup,No,0,0,No,0,0,8,No,Urban
837151081,0,6/4/1927,72,0,16,63890,No,256797,Yes,F,Masters,Lawyer,41,Private,9100,7,Sports Car,No,4448,3,No,0,917,6,Yes,Urban
646710804,0,2/1/1951,48,0,8,43075,No,175858,Yes,F,High School,Manager,52,Private,13970,4,SUV,No,5878,2,No,3,0,11,No,Urban
974496106,0,8/18/1959,40,0,9,5253,No,77463,No,F,High School,Student,23,Commercial,23600,4,Pickup,No,0,0,No,0,9162,1,Yes,Urban
753512533,0,1/25/1950,49,0,9,90658,No,276028,No,F,Bachelors,Blue Collar,7,Commercial,12350,13,Minivan,No,0,0,No,0,0,7,No,Urban
675974391,0,7/25/1954,45,0,13,32722,No,0,Yes,F,High School,Clerical,49,Private,4770,10,Sports Car,No,0,0,No,1,0,6,No,Urban
82094250,0,8/25/1957,42,0,9,54178,No,176935,No,F,High School,Blue Collar,39,Commercial,5700,11,SUV,No,0,0,No,1,0,8,No,Rural
380988425,0,7/5/1966,33,0,0,0,No,0,No,F,High School,Home Maker,31,Private,4900,4,Sports Car,No,1992,2,No,1,0,10,No,Urban
989066499,1,7/11/1956,43,2,16,45348,No,198638,Yes,F,High School,Clerical,16,Private,10330,1,Sports Car,No,0,0,No,1,0,1,No,Urban
33286578,1,11/25/1955,43,2,13,45784,No,165388,Yes,M,High School,Blue Collar,79,Commercial,14820,7,Minivan,No,0,0,No,0,0,6,No,Urban
958601721,0,11/19/1951,47,0,10,114507,No,0,No,F,Masters,Lawyer,27,Private,6200,7,SUV,No,900,1,No,1,0,18,No,Urban
317439005,0,5/1/1955,44,1,11,48374,No,215391,Yes,M,High School,Blue Collar,48,Commercial,34640,1,Panel Truck,No,0,0,No,0,3844,8,Yes,Urban
827178489,0,6/23/1951,48,0,13,70682,No,263905,Yes,F,High School,Blue Collar,25,Commercial,13370,3,Minivan,No,11976,2,No,5,0,1,No,Urban
741358574,0,3/24/1967,32,1,8,63720,Yes,0,No,M,Bachelors,Professional,21,Commercial,18010,3,Van,Yes,39833,2,Yes,6,0,9,No,Urban
348128429,0,11/10/1949,50,0,14,30795,No,174778,Yes,M,High School,Clerical,53,Commercial,8920,6,Pickup,Yes,0,0,No,0,0,1,No,Rural
317842701,0,6/25/1947,52,0,12,188148,No,0,No,F,PhD,Lawyer,19,Private,6700,4,Sports Car,No,0,0,No,0,0,11,No,Urban
969347793,0,2/22/1958,41,0,10,19816,No,142622,Yes,M,High School,Clerical,37,Private,11590,6,Minivan,No,0,0,No,0,0,5,No,Rural
729507050,0,6/5/1960,39,0,5,123064,No,306644,No,F,High School,Blue Collar,7,Commercial,5400,1,SUV,No,0,0,No,2,0,10,No,Rural
469933313,0,4/21/1946,53,0,12,48587,No,0,No,M,High School,Blue Collar,61,Commercial,19300,6,Van,No,4390,3,No,3,5951,6,Yes,Urban
631474711,0,1/22/1951,48,0,10,27208,No,0,No,F,High School,Student,64,Private,10150,6,SUV,No,18535,1,No,3,0,7,No,Urban
363479465,0,8/1/1947,52,0,13,152004,No,406183,Yes,F,Masters,Lawyer,29,Private,6700,11,SUV,No,0,0,No,0,0,1,No,Rural
640048389,0,2/18/1946,53,0,14,47625,No,161743,Yes,M,High School,Blue Collar,53,Private,15780,9,Minivan,No,8386,1,No,4,0,6,No,Urban
974496106,0,8/18/1959,40,0,9,5253,No,77463,No,F,High School,Student,23,Commercial,8140,18,Sports Car,No,0,0,No,3,0,1,No,Urban
494552963,0,8/13/1950,49,0,7,173242,No,420092,Yes,F,PhD,Manager,40,Private,6400,10,SUV,No,0,0,Yes,0,0,20,No,Urban
992666577,0,1/4/1940,59,0,0,0,No,0,No,M,Bachelors,Home Maker,42,Commercial,30430,6,Panel Truck,No,1511,1,No,0,0,9,No,Urban
756075815,0,6/3/1965,34,1,14,5017,No,0,Yes,F,High School,Home Maker,76,Private,8220,4,SUV,No,0,0,No,1,0,9,No,Rural
52463713,0,5/20/1947,52,0,12,78609,No,281358,No,M,Bachelors,Professional,37,Private,18910,1,Van,Yes,0,0,No,0,0,11,No,Rural
925791877,0,3/12/1964,35,0,11,85430,No,0,No,F,Bachelors,Blue Collar,14,Commercial,13540,1,SUV,No,8062,2,No,2,22134,1,Yes,Urban
484650249,0,9/3/1953,46,0,13,161372,No,0,No,F,Masters,Lawyer,36,Private,22240,6,SUV,No,6724,2,No,4,0,9,No,Urban
318742437,0,9/19/1943,56,0,15,134166,No,324905,Yes,F,Masters,Manager,45,Private,20520,6,Minivan,No,0,0,No,0,0,12,No,Urban
653931565,0,3/2/1951,48,0,11,81084,No,0,No,F,Bachelors,Professional,42,Private,27360,1,Sports Car,No,2860,1,No,4,60838,9,Yes,Urban
568406779,0,4/1/1969,30,3,14,40889,No,147629,Yes,F,High School,Clerical,28,Private,29990,3,Minivan,No,0,0,No,0,0,1,No,Rural
779705246,3,8/25/1937,62,3,16,33995,No,136008,Yes,M,High School,Blue Collar,42,Private,7700,4,SUV,Yes,8002,3,No,4,16840,1,Yes,Urban
606191446,0,2/23/1949,50,0,11,113845,No,0,No,M,High School,Clerical,18,Private,12880,1,Minivan,Yes,0,0,No,1,0,1,No,Urban
664499270,0,1/10/1947,52,0,11,5109,No,0,No,F,High School,Home Maker,5,Private,2010,6,Sports Car,No,0,0,No,0,0,3,No,Rural
82554930,0,8/3/1940,59,0,12,155410,No,422815,Yes,M,Bachelors,Manager,40,Commercial,33330,7,Panel Truck,Yes,4765,3,No,4,5363,10,Yes,Urban
18911750,0,8/26/1953,46,0,12,9537,No,113805,Yes,F,Masters,Home Maker,18,Private,10760,1,Minivan,No,5624,3,No,3,0,13,No,Urban
344149788,0,12/5/1950,48,0,11,26875,No,0,No,M,High School,Clerical,18,Commercial,10450,1,Pickup,No,3830,1,No,8,4194,6,Yes,Urban
634070423,1,4/27/1957,42,3,11,99269,Yes,306012,No,M,Bachelors,Professional,34,Commercial,25910,7,Panel Truck,Yes,45894,2,Yes,1,5061,10,Yes,Urban
642975749,0,1/31/1949,50,0,11,102262,No,0,No,M,High School,Blue Collar,39,Commercial,16730,14,Van,Yes,0,0,No,0,0,8,No,Rural
542062164,0,1/26/1966,33,1,10,39584,Yes,0,No,F,Bachelors,Blue Collar,40,Commercial,10260,14,SUV,No,0,0,No,0,0,4,No,Urban
834666908,0,2/24/1943,56,0,12,95259,No,320094,Yes,F,Bachelors,Blue Collar,25,Commercial,11030,4,Minivan,No,0,0,No,0,0,1,No,Urban
319910320,0,1/12/1950,49,0,8,76399,No,225768,Yes,M,High School,Blue Collar,44,Commercial,14040,7,Minivan,No,32239,2,Yes,5,0,1,No,Urban
752309500,0,7/17/1947,52,0,14,57134,No,0,Yes,M,High School,Professional,41,Commercial,8430,4,Pickup,Yes,0,0,No,2,0,8,No,Urban
494349872,0,2/3/1950,49,0,9,60368,No,170643,Yes,M,Bachelors,Manager,16,Private,6400,4,Pickup,No,0,0,No,0,0,4,No,Urban
580228287,0,5/6/1978,21,1,8,18483,Yes,0,No,F,High School,Clerical,20,Private,8150,1,Sports Car,No,7781,2,No,3,3038,1,Yes,Urban
918437912,0,7/16/1949,50,0,9,58628,No,0,No,M,Masters,Lawyer,14,Private,12360,1,Minivan,Yes,0,0,No,0,1030,15,Yes,Urban
900527776,0,4/24/1969,30,4,14,53140,No,0,Yes,F,Bachelors,Clerical,16,Private,6810,9,SUV,No,36267,1,No,0,0,13,No,Urban
97903138,0,5/19/1963,36,2,14,80765,No,191252,Yes,M,Masters,Lawyer,29,Private,13840,3,Minivan,Yes,0,0,No,1,0,9,No,Urban
379632558,0,7/9/1969,30,0,12,80872,No,285859,Yes,M,Bachelors,Professional,27,Private,29580,10,Minivan,Yes,0,0,No,0,0,7,No,Rural
523858256,0,1/27/1946,53,0,0,0,No,105085,Yes,M,Masters,Home Maker,31,Private,6800,11,Pickup,Yes,0,0,No,0,0,14,No,Urban
11634102,0,9/23/1950,49,0,2,81280,No,241420,Yes,M,Bachelors,Professional,24,Private,14530,1,Minivan,No,0,0,No,0,0,6,No,Urban
112544942,0,11/7/1937,62,0,15,39953,No,181434,Yes,M,PhD,Doctor,5,Private,14740,1,SUV,Yes,8006,2,No,0,0,1,No,Urban
774052555,1,12/25/1960,38,2,13,38317,No,125157,Yes,F,PhD,Doctor,44,Private,1500,1,Sports Car,No,2896,1,No,8,0,8,No,Urban
468564989,0,4/17/1940,59,0,11,8213,No,0,No,F,High School,Home Maker,61,Private,8840,6,SUV,No,2479,3,No,6,5109,5,Yes,Urban
126375450,0,8/20/1946,53,0,11,70026,No,0,No,F,Masters,Lawyer,39,Private,18780,10,Pickup,No,0,0,No,0,0,11,No,Urban
296960793,0,5/13/1953,46,0,13,49838,No,159152,Yes,M,High School,Clerical,15,Private,11080,6,Minivan,Yes,0,0,No,0,0,9,No,Urban
247424045,2,3/27/1957,42,2,17,69465,No,200108,Yes,M,Bachelors,Blue Collar,35,Commercial,15770,1,Minivan,Yes,0,0,No,0,0,6,No,Rural
251827434,0,9/5/1953,46,0,0,0,No,0,No,F,High School,Student,23,Commercial,10080,1,SUV,No,0,0,No,0,0,10,No,Rural
57808809,0,8/3/1956,43,4,11,69651,No,272225,Yes,M,High School,Blue Collar,50,Commercial,19210,10,Van,Yes,0,0,No,0,0,7,No,Urban
938382235,0,8/2/1949,50,0,12,92237,No,0,No,M,Bachelors,Blue Collar,56,Commercial,15720,13,Minivan,Yes,0,0,No,3,0,11,No,Rural
315755344,1,5/3/1957,42,1,9,61995,Yes,0,No,F,Bachelors,Professional,52,Private,36080,1,Minivan,No,0,0,No,3,27496,8,Yes,Urban
600749165,0,9/17/1957,42,0,7,178453,No,450858,Yes,F,Masters,Lawyer,29,Private,24790,6,SUV,No,0,0,No,1,0,17,No,Urban
233252730,0,5/11/1951,48,0,8,134140,No,0,No,M,PhD,Manager,34,Commercial,30240,1,Panel Truck,No,7478,2,No,6,0,13,No,Urban
109627178,1,3/7/1961,38,2,11,22938,Yes,0,No,F,High School,Clerical,38,Private,14170,4,SUV,No,9785,2,No,0,5862,1,Yes,Rural
73630929,0,8/9/1943,56,0,9,29401,No,195993,Yes,F,High School,Clerical,43,Private,18350,14,SUV,No,0,0,No,0,0,6,No,Rural
365565054,0,1/6/1948,51,0,4,72453,No,0,No,F,PhD,Doctor,52,Private,13850,1,SUV,No,2847,4,No,7,0,15,No,Urban
314006147,0,7/19/1947,52,0,10,47417,No,229556,No,M,Masters,Lawyer,61,Private,8840,10,Minivan,No,0,0,No,0,0,13,No,Urban
860143895,0,6/3/1957,42,0,12,91845,No,261848,Yes,F,Masters,Professional,41,Private,33490,11,SUV,No,0,0,No,0,0,19,No,Urban
166073270,0,10/28/1967,32,0,10,16118,No,0,No,F,High School,Blue Collar,44,Private,6380,1,SUV,No,7223,1,No,4,3960,1,Yes,Urban
324060462,0,12/18/1956,42,0,13,172119,No,429985,Yes,M,PhD,Manager,26,Commercial,7580,16,Pickup,No,0,0,No,0,0,12,No,Urban
600385688,0,7/27/1972,27,3,15,52335,No,187295,Yes,M,Bachelors,Clerical,24,Private,9430,18,Minivan,No,0,0,No,0,0,7,No,Urban
329152754,0,7/25/1961,38,2,10,40180,No,164346,Yes,F,Masters,Home Maker,23,Private,3320,1,Sports Car,No,0,0,No,0,0,2,No,Rural
676425834,0,6/2/1953,46,0,11,89657,No,267839,No,F,Bachelors,Professional,39,Private,11070,1,SUV,No,0,0,No,1,0,10,No,Urban
320781931,1,3/21/1961,38,1,14,39338,Yes,0,No,M,High School,Blue Collar,28,Commercial,9230,4,Minivan,No,0,0,No,0,0,1,No,Rural
427138852,1,10/15/1958,41,1,0,0,No,132571,Yes,F,Masters,Home Maker,21,Private,5600,16,Sports Car,No,4263,3,No,0,0,17,No,Urban
515799393,0,4/29/1958,41,0,10,50331,No,0,No,F,Bachelors,Blue Collar,23,Commercial,18870,4,Pickup,No,5581,2,No,7,1226,1,Yes,Urban
826840501,0,3/19/1957,42,1,6,68984,Yes,219684,No,M,High School,Professional,46,Private,1500,6,Minivan,Yes,0,0,Yes,4,0,5,No,Urban
153574010,0,12/15/1972,26,3,13,14822,Yes,0,No,F,High School,Clerical,5,Private,8830,10,Sports Car,No,7486,3,No,9,3435,1,Yes,Urban
169535646,0,12/28/1951,47,0,0,0,No,56266,Yes,F,Bachelors,Home Maker,32,Private,6200,1,SUV,No,0,0,Yes,0,0,1,No,Urban
105282377,0,8/4/1955,44,0,9,70914,No,0,No,F,Bachelors,Blue Collar,69,Commercial,5900,7,SUV,No,0,0,No,0,0,9,No,Rural
917624270,0,8/10/1944,55,0,13,28196,No,147611,No,F,High School,Clerical,27,Private,16340,6,Minivan,No,0,0,No,0,0,6,No,Rural
807685357,0,7/18/1960,39,0,10,198320,No,494094,Yes,M,High School,Blue Collar,20,Private,38910,6,Minivan,Yes,0,0,No,1,0,1,No,Urban
688412739,0,4/10/1951,48,0,13,78966,No,0,No,F,Bachelors,Professional,39,Private,21420,6,Sports Car,No,0,0,No,3,0,8,No,Urban
808457403,0,4/29/1954,45,0,7,155990,No,405671,Yes,F,Masters,Lawyer,30,Private,6000,4,SUV,No,0,0,No,0,0,11,No,Urban
489425187,0,5/22/1949,50,0,14,5041,No,85437,No,F,Masters,Home Maker,5,Commercial,13620,10,Pickup,No,0,0,No,0,0,15,No,Urban
124071503,0,2/23/1943,56,0,77,84186,No,266968,Yes,M,Masters,Manager,45,Private,15520,7,Minivan,No,0,0,No,0,0,19,No,Urban
93519245,0,4/7/1948,51,0,13,51513,No,0,No,M,Masters,Lawyer,42,Private,6650,4,Minivan,No,33388,2,Yes,4,2838,17,Yes,Urban
75194867,0,9/13/1963,36,0,0,0,No,68436,No,F,PhD,Home Maker,62,Private,2680,6,Sports Car,No,0,0,No,0,4402,21,Yes,Urban
825126475,0,11/26/1967,31,1,8,2177,Yes,0,No,M,High School,Student,24,Private,13150,4,Minivan,Yes,0,0,No,0,0,1,No,Urban
251851062,0,6/29/1959,40,0,8,55258,No,182917,No,M,High School,Blue Collar,37,Commercial,13860,10,Minivan,No,6474,2,No,3,0,1,No,Urban
931284621,0,9/25/1955,44,0,14,25588,No,119825,Yes,M,High School,Blue Collar,30,Private,14830,5,Minivan,Yes,0,0,No,2,0,4,No,Urban
918785974,0,6/19/1945,54,0,8,55742,No,186013,Yes,F,High School,Blue Collar,52,Commercial,15810,10,SUV,No,9718,3,Yes,2,5722,9,Yes,Urban
132924806,0,3/10/1945,54,0,14,81438,No,0,No,F,Masters,Lawyer,39,Private,15040,4,Sports Car,No,0,0,No,0,6220,16,Yes,Urban
249923796,2,11/15/1959,40,2,13,45777,No,199049,Yes,M,Bachelors,Clerical,78,Commercial,16990,7,Van,Yes,0,0,No,4,0,11,No,Rural
111008804,0,9/1/1961,38,0,10,98120,No,0,No,F,Bachelors,Blue Collar,22,Commercial,16090,3,SUV,No,2982,3,No,2,0,12,No,Urban
230948853,0,12/25/1940,58,0,12,69282,No,295989,Yes,M,Bachelors,Professional,47,Private,10520,6,Pickup,No,1142,1,No,0,3879,13,Yes,Urban
958652858,1,12/3/1956,42,2,10,36230,Yes,158234,No,F,High School,Blue Collar,42,Private,6480,4,SUV,No,9773,2,No,1,2962,5,Yes,Urban
913147347,0,9/19/1958,41,0,10,36339,No,217475,Yes,F,High School,Blue Collar,40,Commercial,25980,6,Pickup,No,0,0,No,2,0,13,No,Urban
430554774,0,9/7/1954,45,3,18,77865,No,209526,Yes,F,High School,Blue Collar,14,Private,27170,7,Minivan,No,0,0,No,1,0,7,No,Urban
471968658,0,6/23/1946,53,0,15,63049,No,197046,Yes,M,Bachelors,Professional,40,Private,13010,6,Minivan,Yes,1402,1,No,6,0,12,No,Urban
424786843,0,8/2/1969,30,0,10,27803,No,0,No,F,High School,Clerical,41,Private,7280,4,Minivan,No,6322,2,No,5,0,8,No,Urban
348362424,0,12/10/1966,32,1,14,42667,Yes,0,No,M,Bachelors,Professional,30,Commercial,8130,6,Pickup,Yes,5398,1,No,3,4405,1,Yes,Urban
730161977,0,11/1/1949,50,0,8,34611,No,0,No,F,High School,Clerical,47,Private,12760,1,Minivan,No,3908,2,No,4,0,8,No,Urban
777788532,0,12/21/1956,42,3,88,43444,Yes,190220,No,F,High School,Manager,33,Private,28060,7,Minivan,No,0,0,No,1,0,8,No,Urban
438085141,1,7/12/1957,42,1,12,71686,Yes,0,No,F,Bachelors,Professional,37,Private,12870,10,Sports Car,No,5982,2,No,2,5378,10,Yes,Urban
729906545,0,4/11/1958,41,0,0,0,No,105303,Yes,F,Masters,Home Maker,60,Private,5600,1,SUV,No,0,0,No,0,0,19,No,Rural
732351484,1,7/18/1960,39,3,14,46878,No,176582,Yes,F,Bachelors,Clerical,27,Private,13740,7,SUV,No,0,0,No,1,0,9,No,Urban
638387778,0,5/18/1972,27,0,8,78197,No,229920,Yes,F,Masters,Manager,12,Private,18040,13,Pickup,No,0,0,No,0,0,12,No,Urban
114352452,1,7/3/1956,43,1,11,84342,No,289734,Yes,M,Masters,Lawyer,47,Private,28840,10,Minivan,No,3826,3,No,2,0,8,No,Urban
938303236,0,11/13/1954,45,1,9,24178,No,115381,Yes,F,High School,Clerical,67,Private,29790,10,Minivan,No,9197,2,No,1,0,1,No,Urban
616415777,0,1/12/1956,43,0,11,44139,No,149105,No,F,High School,Blue Collar,40,Commercial,13910,1,SUV,No,0,0,Yes,0,0,1,No,Rural
897529156,0,6/15/1966,33,0,9,69641,No,230290,No,M,Bachelors,Blue Collar,33,Commercial,22680,1,Panel Truck,Yes,1712,4,No,2,2044,15,Yes,Urban
134426064,0,2/16/1951,48,0,15,81940,No,263363,Yes,F,High School,Manager,5,Private,17270,1,Sports Car,No,17691,1,Yes,6,0,1,No,Urban
339847244,0,5/20/1947,52,0,13,16005,No,52557,Yes,M,High School,Clerical,38,Private,11570,7,Pickup,Yes,3546,1,No,5,0,1,No,Urban
827574178,0,7/11/1952,47,0,12,55019,No,206801,Yes,F,Bachelors,Professional,51,Private,18110,4,SUV,No,9085,2,No,1,0,9,No,Urban
897465576,0,3/4/1948,51,1,13,46381,No,217179,Yes,F,High School,Manager,18,Private,20130,12,SUV,No,0,0,No,0,0,6,No,Urban
448101140,0,3/16/1952,47,0,8,51624,No,0,No,M,High School,Clerical,24,Private,20500,1,Van,Yes,0,0,No,0,0,1,No,Urban
288116855,0,1/19/1971,28,0,9,13410,No,0,Yes,M,High School,Student,27,Private,4500,7,Pickup,No,5575,2,No,2,835,10,Yes,Urban
809433095,0,7/11/1948,51,0,11,61666,No,198755,Yes,F,Bachelors,Manager,34,Private,20910,1,Pickup,No,10147,1,No,4,0,11,No,Urban
686821723,0,4/15/1957,42,1,11,200928,No,513817,Yes,M,PhD,Manager,25,Commercial,5600,1,Pickup,No,4020,1,No,2,2931,14,Yes,Urban
380886411,0,4/16/1952,47,0,12,64246,No,233450,Yes,M,Bachelors,Manager,34,Commercial,7200,1,Pickup,Yes,10265,1,No,1,0,13,No,Urban
896894650,0,7/31/1959,40,2,9,31957,No,143354,Yes,M,High School,Clerical,29,Private,19930,14,Van,Yes,0,0,No,0,0,1,No,Urban
484814016,0,12/24/1968,30,2,11,13490,No,95447,Yes,M,High School,Student,5,Commercial,5850,10,Pickup,No,31401,3,Yes,1,4578,1,Yes,Urban
989870546,0,7/21/1946,53,0,11,82266,No,0,No,M,Masters,Lawyer,21,Private,15030,1,Minivan,Yes,0,0,No,1,0,16,No,Urban
79332543,0,9/20/1966,33,1,12,92060,Yes,0,No,F,Bachelors,Professional,24,Private,14010,5,SUV,No,0,0,No,0,2982,10,Yes,Urban
221331559,0,10/20/1946,53,1,13,52019,No,213950,Yes,M,Bachelors,Blue Collar,52,Commercial,16940,3,Van,No,32115,1,No,0,0,11,No,Urban
551296680,0,3/13/1956,43,0,12,2346,No,99554,Yes,F,Bachelors,Student,25,Commercial,24590,1,Minivan,No,33218,3,No,0,0,7,No,Urban
433559105,0,5/2/1963,36,0,11,48901,No,210300,Yes,M,High School,Manager,5,Private,5100,1,Pickup,No,3805,3,No,0,0,9,No,Urban
344418903,1,5/22/1961,38,2,15,40342,No,189439,Yes,F,Bachelors,Clerical,5,Private,8230,1,SUV,No,0,0,No,1,0,14,No,Rural
363183316,0,1/18/1958,41,2,13,78370,Yes,230394,No,F,Masters,Lawyer,42,Private,21340,11,Minivan,No,0,0,No,0,0,12,No,Rural
960411098,3,12/29/1960,38,3,9,38212,Yes,160245,No,M,Bachelors,Clerical,61,Commercial,22320,1,Van,Yes,4326,4,No,6,0,13,No,Rural
321588388,0,10/27/1963,36,1,10,100095,Yes,0,No,F,Masters,Lawyer,15,Private,17520,1,SUV,No,0,0,No,0,0,19,No,Urban
943460621,0,10/29/1948,51,0,12,37721,No,0,No,M,High School,Blue Collar,23,Commercial,11750,1,Pickup,Yes,6281,2,No,1,0,5,No,Rural
887521778,0,10/28/1943,56,0,8,42834,No,146455,Yes,M,Bachelors,Blue Collar,29,Commercial,22760,4,Panel Truck,Yes,0,0,No,5,0,8,No,Rural
668312735,0,9/17/1952,47,0,9,107414,No,0,No,F,Masters,Home Maker,50,Commercial,21220,7,Pickup,No,8295,2,No,2,0,17,No,Urban
728598765,0,3/19/1953,46,0,15,45109,No,230564,Yes,F,PhD,Doctor,31,Private,26780,4,Minivan,No,0,0,No,1,0,18,No,Urban
890361473,0,5/19/1956,43,0,9,21913,No,125624,Yes,M,High School,Clerical,26,Commercial,7990,6,Pickup,No,4748,3,No,1,0,4,No,Urban
786615637,0,10/29/1946,53,0,2,55890,No,0,No,F,Masters,Lawyer,43,Private,12390,6,SUV,No,6668,1,No,4,0,19,No,Urban
496944134,0,8/17/1962,37,3,15,130123,No,0,Yes,F,Bachelors,Blue Collar,59,Commercial,32260,4,Minivan,No,0,0,No,0,0,7,No,Urban
343549613,0,12/7/1952,46,0,10,70307,No,226429,Yes,F,Bachelors,Blue Collar,36,Commercial,22210,1,SUV,No,6632,2,No,0,0,10,No,Urban
412540642,0,8/23/1942,57,0,13,27281,No,198619,Yes,F,High School,Home Maker,24,Private,22470,4,SUV,No,0,0,Yes,1,6331,1,Yes,Urban
292877455,0,4/19/1944,55,0,15,39422,No,173117,Yes,F,High School,Clerical,32,Private,18150,1,Minivan,No,0,0,No,0,0,8,No,Urban
775278706,0,5/20/1949,50,0,3,87719,No,0,No,M,Bachelors,Blue Collar,20,Commercial,9160,17,Minivan,No,0,0,Yes,2,9270,9,Yes,Urban
426770568,0,4/8/1959,40,0,11,32265,No,0,No,F,High School,Clerical,46,Private,8730,3,Minivan,No,3979,1,No,7,5040,1,Yes,Urban
22965816,0,8/23/1952,47,0,10,55821,No,223804,Yes,F,High School,Clerical,48,Private,11780,1,SUV,No,7822,3,No,0,0,1,No,Urban
307042838,0,8/3/1962,37,3,15,98655,No,272278,Yes,F,Masters,Lawyer,15,Private,11370,1,SUV,No,0,0,No,5,0,13,No,Urban
381939339,0,6/4/1965,34,1,11,35136,No,121175,Yes,M,High School,Clerical,9,Private,15330,10,Minivan,Yes,0,0,No,1,0,1,No,Urban
647929536,0,6/9/1962,37,0,10,44705,No,159710,Yes,M,Masters,Professional,21,Private,12990,6,Minivan,Yes,0,0,No,4,0,13,No,Urban
877092530,1,6/4/1961,38,3,15,57925,No,144063,Yes,M,High School,Blue Collar,16,Private,30770,6,Minivan,Yes,0,0,No,0,0,6,No,Urban
689058670,0,8/25/1943,56,0,13,44320,No,166535,Yes,F,Bachelors,Clerical,48,Commercial,12160,1,Pickup,No,3211,1,No,7,4539,15,Yes,Urban
22340563,1,5/25/1960,39,3,17,25846,No,107211,Yes,M,High School,Clerical,68,Commercial,26850,10,Panel Truck,Yes,0,0,No,3,0,7,No,Urban
640251296,0,11/23/1940,58,0,90,7452,No,0,No,F,High School,Student,30,Private,8050,1,SUV,No,9231,3,No,0,2011,1,Yes,Urban
426369935,0,6/12/1957,42,2,14,73694,No,224623,Yes,F,Bachelors,Professional,37,Private,5730,1,SUV,No,0,0,Yes,0,2408,11,Yes,Urban
441669981,0,10/6/1947,52,0,13,57536,No,180830,Yes,F,High School,Professional,74,Private,17130,6,Pickup,No,0,0,No,0,0,6,No,Rural
692928838,2,7/26/1954,45,3,9,44786,No,175534,Yes,F,High School,Clerical,5,Private,10480,13,SUV,No,0,0,No,2,2697,1,Yes,Urban
442029284,0,8/13/1952,47,0,12,38760,No,215332,No,F,Bachelors,Professional,17,Commercial,27820,6,Pickup,No,0,0,No,1,0,12,No,Rural
509848253,0,6/8/1953,46,0,13,52955,No,0,No,M,Bachelors,Professional,15,Private,14640,1,Minivan,Yes,0,0,No,0,0,9,No,Urban
792036483,1,8/27/1965,34,1,12,33197,No,123199,Yes,F,High School,Clerical,29,Private,5100,4,SUV,No,0,0,No,0,0,6,No,Urban
111510092,0,5/22/1962,37,4,17,22699,Yes,0,No,M,High School,Clerical,35,Private,7470,1,Pickup,Yes,0,0,No,0,0,1,No,Rural
521577209,0,4/2/1953,46,0,10,144448,No,370578,No,F,Masters,Lawyer,34,Private,12130,1,SUV,No,0,0,No,3,0,17,No,Urban
932490405,0,5/11/1969,30,1,12,28162,No,137585,Yes,M,High School,Clerical,6,Private,12680,3,Minivan,Yes,49131,1,Yes,0,0,7,No,Urban
300696853,0,5/12/1958,41,2,17,65901,No,243198,Yes,M,PhD,Lawyer,16,Private,16570,6,Van,Yes,0,0,Yes,1,0,8,No,Urban
220914247,0,10/6/1942,57,1,0,0,No,83843,Yes,F,High School,Home Maker,36,Private,9180,1,SUV,No,2933,2,No,8,5835,1,Yes,Urban
749739115,2,2/8/1959,40,3,16,96613,Yes,296274,No,F,Bachelors,Professional,30,Private,24010,1,Minivan,No,4426,2,No,3,1418,5,Yes,Urban
464257651,0,10/4/1963,36,0,13,46195,No,218149,Yes,F,Bachelors,Clerical,25,Private,20530,3,Minivan,No,0,0,No,0,0,14,No,Rural
897794715,0,3/16/1952,47,0,0,0,No,67647,Yes,F,Bachelors,Home Maker,19,Private,6200,9,SUV,No,23972,2,Yes,1,0,9,No,Urban
187912292,0,7/3/1971,28,0,8,62294,No,177386,No,M,High School,Blue Collar,43,Commercial,18370,7,Van,Yes,0,0,No,1,0,8,No,Rural
623213210,0,7/11/1953,46,0,14,99224,No,274393,Yes,M,Bachelors,Blue Collar,33,Commercial,13500,1,Minivan,No,0,0,No,1,0,11,No,Rural
640148036,0,11/6/1946,53,0,11,27045,No,161922,Yes,M,Bachelors,Clerical,54,Commercial,6800,6,Pickup,No,6523,3,No,4,2439,7,Yes,Urban
134059959,0,10/12/1951,48,0,11,75984,No,0,No,F,High School,Blue Collar,42,Commercial,37310,1,Sports Car,No,40386,3,Yes,1,1062,2,Yes,Urban
202401508,0,6/1/1951,48,0,12,88745,No,241555,Yes,F,High School,Blue Collar,55,Commercial,7050,1,SUV,No,1031,2,No,5,0,12,No,Urban
